Morph-lemma,Morph-inflection
stige,stigende
høj,højere
skyldes,skyldes
russisk,russisk
sejr,sejr
hvem,hvem
ansætte,ansatte
tredje,tredje
parti,partier
bo,bor
sige,sagt
køre,kører
betale,betale
maj,maj
antal,antallet
denne,disse
regering,regeringen
grad,grad
angreb,angreb
august,august
høj,høj
samle,samlet
begynde,begynder
samarbejde,samarbejde
ende,ende
at,At
tal,tal
lægge,lagt
lyde,lød
medarbejder,medarbejdere
ske,ske
ad,ad
derudover,Derudover
findes,findes
hen,hen
familie,familie
alt,alt
tilfælde,tilfælde
kendt,kendt
tysk,tyske
tvivl,tvivl
mand,manden
rest,resten
møde,møder
ofte,ofte
oktober,oktober
kæmpe,kæmpe
september,september
lade,lade
lang,lange
situation,situation
leder,leder
virkelig,virkelig
ende,endte
kritik,kritik
del,dele
nummer,nummer
understrege,understreger
oplysning,oplysninger
spiller,spillere
ord,ord
dermed,Dermed
se,ses
gas,gas
fængsel,fængsel
kommun,kommuner
lykkes,lykkedes
lille,små
vise,vise
flygtning,flygtninge
knap,knap
alene,alene
går,går
efterfølgende,efterfølgende
sigte,sigtet
social,sociale
snart,snart
nødt,nødt
krav,krav
grad,grader
selvfølgelig,selvfølgelig
din,din
lukke,lukket
bil,bil
fortsætte,fortsætter
forvente,forventer
køre,kørte
blandt,Blandt
give,gav
soldat,soldater
krig,krig
meter,meter
politik,politik
sæson,sæson
ved,Ved
høj,høje
ret,retten
april,april
universitet,Universitet
spil,spil
gammel,ældre
mindre,mindre
købe,købe
folkeparti,Folkeparti
sende,sende
dansker,danskerne
fremgå,fremgår
kende,kender
medlem,medlemmer
være,Er
eksempelvis,eksempelvis
periode,periode
fejl,fejl
dansk,Danske
sætte,sætter
parti,parti
by,by
vise,viste
særligt,særligt
form,form
fransk,franske
desuden,desuden
forbi,forbi
fremtid,fremtiden
corona,corona
flertal,flertal
bane,banen
svært,svært
øjeblik,øjeblikket
familie,familien
opleve,oplever
selv,Selv
nogensinde,nogensinde
svar,svar
klar,klart
valg,valget
medie,medier
navn,navn
situation,situationen
særlig,særlig
historie,historie
min,mit
slet,slet
ganske,ganske
borgmester,borgmester
via,via
vente,venter
forælder,forældre
britisk,britiske
spille,spillet
fra,Fra
offentlig,offentlige
egentlig,egentlig
gengæld,gengæld
inde,inde
nå,nå
gruppe,gruppe
død,død
pressemeddelelse,pressemeddelelse
spille,spillede
herunder,herunder
sag,sager
pris,prisen
juli,juli
såkaldt,såkaldte
pege,peger
al,Alle
forsøge,forsøger
stemme,stemme
tale,taler
mor,mor
besøg,besøg
hjemmeside,hjemmeside
svare,svarer
vand,vand
slutning,slutningen
europæisk,europæiske
slags,slags
omgang,omgang
bruge,bruges
ni,ni
invasion,invasion
vinde,vinde
køre,kørt
sætte,satte
beslutning,beslutning
dengang,dengang
myndighed,myndigheder
stemme,stemmer
mangle,mangler
mange,Mange
rejse,rejse
behov,behov
område,områder
ja,ja
ramme,rammer
hverken,hverken
barn,børnene
fælles,fælles
økonomisk,økonomisk
glad,glad
samle,samlede
politiker,politikere
sidst,sidst
egen,eget
få,færre
skrive,skrevet
konsekvens,konsekvenser
område,område
føle,føler
fortælle,fortælle
problem,problem
dræbe,dræbt
vide,vide
stige,steget
pludselig,pludselig
rolle,rolle
hold,holdet
antal,antal
vinde,vinder
to,To
formiddag,formiddag
forsøg,forsøg
fortælle,fortalte
yderligere,yderligere
slå,slog
niveau,niveau
dag,dagens
grøn,grønne
mærke,mærke
skade,skade
socialdemokrati,Socialdemokratiet
hos,Hos
person,person
falde,falder
trække,trække
baggrund,baggrund
fortsætte,fortsætte
klub,klubben
markant,markant
glæde,glæder
formentlig,formentlig
både,Både
vælge,valgte
vinde,vundet
slå,slå
våben,våben
følge,følger
lægge,lægger
gæst,gæster
slå,slået
ikke,Ikke
international,internationale
tur,tur
hjemme,hjemme
tidligere,Tidligere
udsætte,udsat
bil,bilen
risiko,risiko
penge,pengene
svensk,svenske
elev,elever
beslutte,besluttet
tale,talt
se,så
mens,Mens
billede,billeder
privat,private
sommer,sommer
således,således
ansvar,ansvar
medlem,medlem
fuld,fuld
start,start
død,døde
adgang,adgang
bedst,bedst
undersøgelse,undersøgelse
hus,hus
min,mine
enkelt,enkelte
blå,blå
starte,startede
uge,ugen
film,film
normalt,normalt
egen,egne
fri,fri
job,job
møde,mødt
skabe,skabt
lægge,lægge
stige,stiger
hvor,Hvor
forvente,forventes
betydning,betydning
høre,høre
regel,regler
udvikling,udvikling
Ret,Retten
lige,Lige
alvor,alvor
rigtig,rigtige
selskab,selskabet
kunde,kunder
mulighed,muligheder
ende,ender
nå,nåede
fodbold,fodbold
modtage,modtaget
falde,faldet
politiker,politikerne
energi,energi
deltage,deltage
behandling,behandling
anderledes,anderledes
stille,stiller
økonomisk,økonomiske
russ,russerne
ændre,ændre
ligge,lå
leve,lever
afgørende,afgørende
ukrainer,ukrainere
løsning,løsning
bil,biler
billede,billede
en,ét
lang,længere
frivillig,frivillige
opgave,opgave
høre,hører
opleve,oplevet
vold,vold
kontakt,kontakt
far,far
glæde,glæde
fylde,fyldt
enig,enige
mad,mad
forslag,forslag
start,starten
afsted,afsted
nærmest,nærmest
tro,tro
hvornår,hvornår
forskel,forskel
patient,patienter
burde,burde
aftale,aftalen
weekend,weekenden
sikker,sikker
mødes,mødes
vise,vist
skrive,skrev
plan,planen
sikkerhed,sikkerhed
hedde,hedder
falde,faldt
undgå,undgå
tænke,tænker
opfordre,opfordrer
lave,laver
særlig,særligt
dømme,dømt
interview,interview
al,al
ven,venner
hårdt,hårdt
enkelt,enkelt
sejr,sejren
pris,priser
midt,midt
udfordring,udfordringer
styrke,styrker
runde,runde
engang,engang
forstå,forstå
Nogle,Nogle
øje,øje
lukke,lukke
sikkert,sikkert
økonomi,økonomi
alligevel,Alligevel
brand,brand
masse,masser
forsøge,forsøgt
hvilken,hvilke
nær,nær
plan,plan
retning,retning
skole,skolen
stilling,stilling
stoppe,stoppe
by,byer
leve,leve
nej,nej
virksomhed,virksomheden
tabe,tabte
begyndelse,begyndelsen
pris,priserne
stå,stået
tidligt,tidligt
grænse,grænsen
træk,træk
succes,succes
hoved,hovedet
læse,læse
skridt,skridt
uddannelse,uddannelse
om,Om
søge,søge
desuden,Desuden
ingen,intet
slut,slut
statsminister,statsminister
mulighed,muligheden
melde,meldt
ønske,ønske
skole,skole
halvleg,halvleg
undersøge,undersøge
sende,sender
kontrol,kontrol
politi,politi
projekt,projektet
forsøge,forsøge
ligne,lignende
risikere,risikerer
simpelthen,simpelthen
pris,pris
Region,Region
hård,hård
ramme,ramte
stykke,stykke
vel,vel
sidde,sad
erne,erne
råd,råd
vand,vandet
bold,bolden
sælge,solgt
dansker,danskeren
enten,enten
barn,barn
nødvendig,nødvendigt
spare,spare
forsøge,forsøgte
borger,borgerne
fjerde,fjerde
strøm,strøm
gammel,gammel
dansker,dansker
sted,stede
ændre,ændret
overhovedet,overhovedet
professor,professor
opleve,opleve
pres,pres
sende,sendte
indsats,indsats
vare,varer
oplevelse,oplevelse
foregå,foregår
stigning,stigning
virke,virker
endda,endda
styrke,styrke
mening,mening
såkaldt,såkaldt
fylde,fylder
bekræfte,bekræfter
musik,musik
ekspert,eksperter
øvrig,øvrige
betyde,betyde
løbe,løber
tænke,tænke
dreje,drejer
føre,føre
åbne,åbner
norsk,norske
vigtig,vigtig
sidde,sidde
begynde,begyndt
frygte,frygter
generelt,generelt
Politi,Politi
plan,planer
høj,højeste
trække,trækker
slå,slår
umiddelbart,umiddelbart
overfor,overfor
fremover,fremover
mangle,manglende
angreb,angrebet
hvorvidt,hvorvidt
vælge,vælger
masse,masse
sommer,sommeren
kæmpe,kæmper
salg,salg
gratis,gratis
ansætte,ansat
lys,lys
glad,glade
kigge,kigger
vejr,vejret
spids,spidsen
vestlig,vestlige
kalde,kaldt
vente,vente
vis,vis
udtryk,udtryk
mand,Manden
klub,klub
dyr,dyr
fly,fly
of,of
præcis,præcis
lyst,lyst
institut,Institut
højt,højt
skade,skader
måske,Måske
stærkt,stærkt
forlade,forlade
tyde,tyder
først,Først
score,scorede
historie,historien
midte,midten
stand,stand
modtage,modtog
møde,mødte
kinesisk,kinesiske
familie,familier
virksomhed,virksomhed
samfund,samfundet
top,toppen
endelig,endelig
vælge,vælge
parti,partiets
have,Har
kommune,kommunerne
mulig,mulige
ingen,Ingen
fat,fat
torsdag,Torsdag
interesse,interesse
stor,Store
tilføje,tilføjer
lære,lære
fremtid,fremtid
hjælpe,hjælper
sygdom,sygdom
sag,Sagen
skabe,skaber
spørge,spørger
time,time
sælge,sælge
lukke,lukkede
radikal,Radikale
venstre,Venstres
søndag,Søndag
hånd,hånd
opgør,opgør
under,Under
søn,søn
tiltale,tiltalt
fuldstændig,fuldstændig
bestå,består
medie,medie
fynsk,fynske
by,byens
løb,løb
miste,mistet
vigtig,vigtigste
elev,eleverne
udover,Udover
brand,branden
miste,mistede
kommentar,kommentar
kommune,kommunens
bestemt,bestemt
starte,starter
halvdel,halvdelen
hans,Hans
sidste,Sidste
halv,halvt
fredag,Fredag
Mandag,Mandag
debat,debat
bud,bud
kigge,kigge
kunne,Kan
karriere,karriere
idømme,idømt
alvorligt,alvorligt
hovedstad,hovedstad
koste,koster
denne,Denne
henholdsvis,henholdsvis
samfund,samfund
styr,styr
smule,smule
etape,etape
vende,vende
ramme,ramme
tirsdag,Tirsdag
voksen,voksne
vende,vender
kunne,kunnet
fans,fans
øvrigt,øvrigt
flytte,flytte
hente,hente
udenrigsminister,udenrigsminister
bede,bedt
chef,chef
projekt,projekt
desværre,desværre
fordel,fordel
Ukraines,Ukraines
jord,jorden
hvordan,Hvordan
skrive,skrive
hånd,hænder
løn,løn
landshold,landshold
politi,politiets
hvilken,hvilken
nat,nat
eje,ejer
omfattende,omfattende
påpege,påpeger
kvinde,kvinden
France,France
falde,falde
enig,enig
allerede,Allerede
prøve,prøve
din,dit
helst,helst
foretage,foretaget
studerende,studerende
senest,senest
meget,meste
hvorfor,Hvorfor
løsning,løsninger
formand,formanden
vejr,vejr
kommune,kommune
skyde,skudt
ung,ung
klart,klart
varm,varme
spørgsmål,spørgsmålet
tre,Tre
halv,halv
lejlighed,lejlighed
personlig,personlige
lav,lavere
problem,problemet
nærmere,nærmere
tværs,tværs
militær,militær
ud,Ud
eller,Eller
rejse,rejser
beslutning,beslutningen
derefter,derefter
syd,syd
udsigt,udsigt
nå,nået
kraft,kraft
viden,viden
sent,sent
efterår,efteråret
undervejs,undervejs
skud,skud
virkelighed,virkeligheden
sæt,sæt
hus,huset
gade,gaden
møde,mødet
beslutte,besluttede
afholde,afholdt
kritisk,kritisk
skyld,skyld
langs,langs
rapport,rapport
bange,bange
central,centrale
deltage,deltager
tur,turen
bog,bog
vide,vidste
lægge,lagde
video,videoen
mene,mente
rød,røde
side,siden
opmærksom,opmærksom
føre,ført
særlig,særlige
flot,flot
vurdering,vurdering
historisk,historisk
melde,melder
oppe,oppe
stige,stige
fantastisk,fantastisk
åben,åbent
prøve,prøver
efterhånden,efterhånden
vente,ventes
stat,staten
yderlig,yderligere
let,let
udvikling,udviklingen
dom,dom
publikum,publikum
france,France
finale,finalen
nederlag,nederlag
udgangspunkt,udgangspunkt
positiv,positiv
grøn,grøn
Open,Open
vidne,vidner
starte,starte
folketing,Folketingets
alvorlig,alvorlige
føre,førte
felt,feltet
spændende,spændende
købe,købt
nordjysk,nordjyske
forud,forud
natur,naturen
forår,foråret
kalde,kalde
rette,rettet
temperatur,temperaturen
inden,Inden
dyr,dyrere
digital,digitale
datter,datter
skifte,skifte
farvel,farvel
planlægge,planlagt
huske,huske
forklaring,forklaring
tøj,tøj
liste,listen
skyldig,skyldig
hidtil,hidtil
regering,regeringens
pressemøde,pressemøde
afstand,afstand
træn,træner
føre,fører
hård,hårdt
indlægge,indlagt
af,Af
alvorlig,alvorlig
ro,ro
forstå,forstår
naturligvis,naturligvis
pause,pause
tilbud,tilbud
data,data
kvindelig,kvindelige
dybt,dybt
fysisk,fysisk
hænge,hænger
mangel,mangel
løbe,løbe
se,Se
engelsk,engelske
indgå,indgået
selve,selve
rent,rent
weekend,weekend
pleje,plejer
tænke,tænkt
støtte,støtter
bolig,boliger
dialog,dialog
krise,krise
øje,øjne
dollar,dollar
søge,søger
alder,alder
indenfor,indenfor
beboer,beboere
lykkes,lykkes
spor,spor
idé,idé
bedre,bedre
fortalt,fortalt
lade,lader
million,million
tilfælde,tilfældet
begå,begået
uanset,uanset
stille,stillet
østlig,østlige
udenfor,udenfor
selskab,selskab
sekunde,sekunder
færdig,færdig
udland,udlandet
coronavirus,coronavirus
nede,nede
måde,måder
besked,besked
føde,født
bygge,bygget
lørdag,Lørdag
udvikle,udvikle
voldsom,voldsomme
begynde,begynde
befinde,befinder
opgave,opgaver
sydlig,sydlige
sidde,siddet
militær,militære
kandidat,kandidater
trække,trak
resultat,resultat
vej,veje
svær,svær
levere,levere
olie,olie
skole,skoler
sol,sol
ukraine,ukrainerne
formål,formål
smitte,smittet
fjerne,fjerne
vigtig,vigtige
konkret,konkrete
forkert,forkert
lukke,lukker
åben,åben
sæson,sæsonen
dele,deler
handle,handle
hånd,hånden
søndag,søndagens
bekymring,bekymring
jord,jord
positiv,positive
passe,passe
daværende,daværende
min,Min
omstilling,omstilling
løbende,løbende
bygge,bygge
ukrainsk,ukrainsk
beskytte,beskytte
faktisk,Faktisk
lave,lavede
svare,svare
åbne,åbnede
video,video
påvirke,påvirket
betyde,betød
udfordring,udfordring
løfte,løfte
ledelse,ledelse
hensyn,hensyn
ligge,ligge
passe,passer
regle,reglerne
især,Især
tro,troede
kunde,kunderne
hul,hul
åben,åbne
konservativ,konservative
primært,primært
region,regionen
registrere,registreret
tiltag,tiltag
navn,navnet
spørge,spurgt
tale,talte
stoppe,stopper
spansk,spanske
høre,hørt
navn,navne
beløb,beløb
regn,regn
måned,måneden
typisk,typisk
ondt,ondt
aften,aftenen
øge,øge
nemt,nemt
post,posten
hospital,hospitalet
ønske,ønsket
indføre,indført
åbne,åbne
gul,gule
forhandling,forhandlinger
koste,koste
anledning,anledning
undersøgelse,undersøgelser
grænse,grænse
onsdag,Onsdag
udgave,udgave
EU,EU
vende,vendt
slutte,sluttede
afvise,afviser
almindelig,almindelige
opbakning,opbakning
årti,årtier
kort,Kort
nogen,Noget
slutte,slutter
billede,billedet
Regeringen,Regeringen
ligne,ligner
side,sider
tilsyneladende,tilsyneladende
læge,læge
øge,øget
opmærksomhed,opmærksomhed
hverdag,hverdag
forbud,forbud
scene,scenen
turde,tør
ny,Nye
Internationale,Internationale
ansvar,ansvaret
udenlandsk,udenlandske
tabe,tabt
modtage,modtage
øje,øjnene
magt,magten
chance,chance
lov,loven
nyhedsbureau,nyhedsbureauet
erkende,erkender
undersøge,undersøgt
travlt,travlt
ting,tingene
tilstand,tilstand
oplyse,oplyste
hård,hårde
nord,nord
mål,målet
vedtage,vedtaget
svar,svaret
samle,samle
program,programmet
dårlig,dårlig
præsentere,præsenteret
udgøre,udgør
luft,luften
håb,håb
landstræner,landstræner
avis,avisen
nylig,nylig
stærk,stærk
forsvar,forsvar
tanke,tanker
bøde,bøde
slem,værste
hel,hel
ligeledes,ligeledes
kultur,kultur
fart,fart
dreng,dreng
muligvis,muligvis
jul,jul
kone,kone
fjerne,fjernet
regne,regner
trække,trukket
journalist,journalist
bryde,brød
afgørelse,afgørelse
aktivitet,aktiviteter
el,el
pige,pige
konkre,konkret
produkt,produkter
optage,optaget
spiller,spillerne
debatt,debatten
blok,blok
fare,fare
løbe,løb
melde,meldte
kun,Kun
forsvarsminister,forsvarsminister
klasse,klasse
ben,ben
byde,byder
periode,perioden
følge,fulgt
placere,placeret
meddele,meddelte
stemme,stemmerne
modtage,modtager
Enhedslisten,Enhedslisten
behøve,behøver
tydeligt,tydeligt
medicin,medicin
kilo,kilo
herhjemme,herhjemme
test,test
sort,sort
ekstra,Ekstra
pige,piger
værdi,værdi
redde,redde
beboer,beboerne
afdeling,afdeling
beskrive,beskriver
ej,ej
overraske,overraskende
forhandling,forhandlingerne
år,årene
ændre,ændrer
krop,kroppen
erstatning,erstatning
gruppe,gruppen
lys,lyset
åbne,åbnet
administrere,administrerende
kraft,kræfter
håb,håbet
spille,spilles
dække,dækker
gøre,gøres
kurs,kurs
italiensk,italienske
klare,klare
samarbejde,samarbejdet
slem,værre
begge,Begge
deltage,deltog
officiel,officielle
galt,galt
din,dine
landshold,landsholdet
turnering,turneringen
denne,Dette
lokal,lokal
flytte,flyttet
adskillig,adskillige
særligt,Særligt
natur,natur
rejse,rejst
træde,træder
dør,døren
I,jer
fortsætte,fortsatte
havn,havnen
uddannelse,uddannelser
løse,løse
oplevelse,oplevelser
net,nettet
fungere,fungerer
al,Alt
nødvendigvis,nødvendigvis
minut,minut
bygning,bygninger
resultat,resultatet
ulykke,ulykken
lide,lide
fællesskab,fællesskab
herefter,Herefter
fest,fest
bekendt,bekendt
varetægtsfængsl,varetægtsfængslet
presse,presset
sol,solen
træning,træning
flest,flest
derimod,derimod
sætte,sættes
stik,stik
sanktion,sanktioner
erfaring,erfaring
medarbejder,medarbejderne
tilfreds,tilfreds
daglig,daglige
vildt,vildt
elske,elsker
opleve,oplevede
ja,Ja
værd,værd
officielt,officielt
amerikansk,amerikansk
myndighed,myndighederne
bruge,brugte
hendes,Hendes
hovedstad,hovedstaden
forvej,forvejen
overblik,overblik
vokse,vokset
sigt,sigt
nødvendig,nødvendige
overskud,overskud
populær,populære
vest,vest
oplyse,oplyst
drab,drab
tage,tages
forslag,forslaget
søge,søgt
levere,leveret
velkommen,velkommen
dronning,dronning
park,Parken
klubbens,klubbens
advokat,advokat
høj,højt
Magnus,Magnus
reelt,reelt
højre,højre
drift,drift
chance,chancer
tegn,tegn
betale,betalt
indeholde,indeholder
karakter,karakter
journalist,journalister
vurdere,vurdere
slag,slag
kommune,Kommunes
opgøre,opgøret
bidrage,bidrage
Danmarksdemokraterne,Danmarksdemokraterne
smitte,smitte
plads,pladser
forvente,forvente
ringe,ringe
forening,foreningen
grundlag,grundlag
sammenligne,sammenlignet
grænse,grænser
omkring,Omkring
tænke,tænkte
stærk,stærke
teste,testet
bo,boet
positiv,positivt
type,type
ØSTJYLLAND,ØSTJYLLAND
udstyr,udstyr
vores,Vores
imellem,imellem
passager,passagerer
delt,delt
skulle,Skal
tillid,tillid
bringe,bragt
bekræfte,bekræftet
tak,tak
nærhed,nærheden
hvorefter,hvorefter
tusindvis,tusindvis
spise,spise
rød,rød
hundrede,hundrede
behandle,behandlet
opslag,opslag
huske,husker
led,led
advare,advarer
forfatter,forfatter
premierminister,premierminister
købe,køber
godkende,godkendt
årevis,årevis
vagtchef,vagtchef
forlade,forladt
hus,huse
butik,butikken
mulig,mulig
stat,Statens
samtlige,samtlige
system,system
historie,historier
skaffe,skaffe
film,filmen
måned,måneders
relativt,relativt
kæreste,kæreste
præge,præget
vind,vind
bekymre,bekymret
årlig,årlige
national,nationale
Over,Over
betale,betaler
praksis,praksis
mængde,mængder
årsag,årsag
bog,bogen
risiko,risikoen
dom,dommen
vælger,vælgere
resultat,resultater
befolkning,befolkningen
temperatur,temperaturer
forhånd,forhånd
styre,styre
bolig,bolig
imidlertid,imidlertid
tiltale,tiltalte
absolut,absolut
bog,bøger
tid,tider
ret,rette
voldsom,voldsom
dog,Dog
folk,Folk
dens,dens
inflation,inflation
civil,civile
magt,magt
fremme,fremme
sikre,sikrede
bo,bo
international,international
forbund,forbundet
sikre,sikret
nordlig,nordlige
mødes,mødtes
artikel,artiklen
bede,beder
gælde,gældende
henvise,henviser
størrelse,størrelse
restriktion,restriktioner
ukraine,Ukraine
afvise,afvist
holdning,holdning
sagtens,sagtens
efterforskning,efterforskning
bruger,brugere
forestille,forestille
mandat,mandater
energiprise,energipriser
afslutning,afslutning
blad,Bladet
marked,marked
gruppe,grupper
ønske,ønskede
årsag,årsager
mærke,mærker
orden,orden
næppe,næppe
dræbe,dræbte
grundlovsforhør,grundlovsforhør
menneske,menneske
kalde,kaldes
sort,sorte
ekstremt,ekstremt
melde,melde
krop,krop
direktør,direktøren
borgmester,borgmesteren
hver,Hver
femte,femte
dø,døde
økonomi,økonomien
invitere,inviteret
flag,flag
drab,drabet
døgn,døgn
telefon,telefon
ankomme,ankom
festival,festivalen
gennemsnit,gennemsnit
middel,midler
bank,Bank
bred,bredt
kø,kø
svær,svære
nær,nærmeste
forsvare,forsvare
forvente,forventet
sælge,sælger
historisk,historiske
valgkamp,valgkampen
konflikt,konflikt
status,status
netop,Netop
trods,Trods
konkurrence,konkurrence
få,Få
moderne,moderne
basere,baseret
offentligt,offentligt
ferie,ferie
umulig,umuligt
forlade,forlod
rekord,rekord
forælder,forældrene
skifte,skifter
forvejen,forvejen
turist,turister
præsident,præsidenten
varme,varme
tal,tallene
vidt,vidt
indføre,indføre
troppe,tropper
anklage,anklager
rigtigt,rigtigt
ulovlig,ulovligt
koncert,koncert
pressemeddelelse,pressemeddelelsen
plads,pladsen
bestyrelse,bestyrelsen
frit,frit
flytte,flyttede
kritik,kritikken
enhver,enhver
rykke,rykke
live,live
strategi,strategi
produktion,produktion
fysisk,fysiske
tættere,tættere
tælle,tæller
forlade,forlader
dårlig,dårlige
læge,læger
vælger,vælgerne
stoppe,stoppet
league,League
mink,mink
rum,rum
hurtigere,hurtigere
deltager,deltagere
minde,minder
måle,målt
