Morph-lemma,Morph-inflection
rimlig,rimliga
kurs,kursen
billig,billig
vinnarna,vinnarna
inverkan,inverkan
arg,arg
dam,damernas
stödja,stöder
snabb,snabbaste
dator,dator
primärvård,primärvården
härjedal,Härjedalen
vinn,vinnare
kasta,kastade
verksam,verksam
stabil,stabila
allmänfarlig,allmänfarlig
gul,gul
leka,leka
serie,serier
begrepp,begreppet
merpart,merparten
råvara,råvaror
ära,ära
fond,fond
trä,trä
sabotage,sabotage
specifik,specifikt
femma,femma
träna,tränar
väldigt,Väldigt
uppgång,uppgångar
regelbunde,regelbundet
peka,pekat
vägra,vägrat
människorov,människorov
härlig,härlig
fest,festen
inneburit,inneburit
arbetsförmedling,Arbetsförmedlingen
årsmöte,årsmöte
snöfall,snöfall
penningpolitik,penningpolitiken
leverantör,leverantörer
lämnades,lämnades
salt,salt
skjuta,skjutas
fika,fika
tillhöra,tillhörde
sälj,säljarna
borgmästar,borgmästaren
nå,nås
undra,undrade
spridia,spridit
bilist,bilist
fastighetsbolag,fastighetsbolag
gripa,gripa
Lika,Lika
parkering,parkering
undra,undra
kontakt,kontakten
falsk,falsk
värld,Världen
Forskarna,Forskarna
Männen,Männen
Senaste,Senaste
själv,Själva
minna,minnas
perfekt,perfekta
intern,internt
ordna,ordnar
nicka,nickade
roman,romanen
solcell,solceller
förhållandevis,förhållandevis
mänsklighet,mänskligheten
avgörande,avgörandet
presschef,presschef
sjukhus,sjukhusen
övergång,övergång
besvär,besvär
generelld,generellt
döma,dömer
telefon,telefonen
lärare,läraren
rabatt,rabatt
elräkning,elräkningar
ammunition,ammunition
bolån,bolån
teater,teatern
anslöt,anslöt
House,House
finna,funnit
upprepad,upprepade
julklapp,julklapp
arbetsuppgift,arbetsuppgifter
anställa,anställa
försök,försöket
västerländsk,västerländska
energikris,energikrisen
konstverk,konstverk
initiativ,initiativet
arbetstid,arbetstid
täcka,täcker
förändra,förändrat
humanitär,humanitär
tänkbar,tänkbara
vår,vårens
drabba,drabba
upptäcka,upptäckt
köp,köpet
David,David
lov,lov
strand,strand
dansa,dansa
International,International
köpare,köpare
viktig,viktigast
motivera,motiverar
åtgärderna,åtgärderna
ordförand,ordföranden
kunskap,kunskapen
rygg,rygg
samuel,Samuel
upprustning,upprustning
villkor,villkoren
desinformation,desinformation
modell,modeller
mobilisering,mobilisering
Birgitta,Birgitta
programledare,programledare
hot,hoten
migrationsverket,Migrationsverket
salu,salu
mobil,mobilen
halse,halsen
objekt,objekt
varumärke,varumärke
kritik,kritiker
recept,recept
klimatförändringarna,klimatförändringarna
skjutning,skjutning
vin,viner
lättnad,lättnad
institution,institutioner
rådde,rådde
sprida,spridas
slag,slaget
region,Region
banka,banker
svart,Svarta
Sauli,Sauli
Theoda,Theodor
sänka,sänkas
gym,gym
föreslå,föreslog
äktenskap,äktenskap
rulla,rullade
övergripa,övergripande
dödat,dödat
fortfarande,Fortfarande
tidig,Tidigt
drömm,drömmen
bid,Bidens
befinna,befinna
bolid,Boliden
porträtt,porträtt
räkning,räkning
utsikt,utsikt
batteri,batterier
invigning,invigningen
juryn,juryn
kolla,kollar
rikaste,rikaste
fött,fötterna
fatta,fattade
skola,Skolan
njut,njuter
billig,billigt
utesluta,uteslutas
föreslå,föreslagit
strategi,strategin
höja,höjdes
ensam,ensamt
snarast,snarast
hyllan,hyllan
träffa,träffats
skam,skam
mobil,mobil
säga,sägas
bil,bilarna
leverantör,leverantör
börs,börserna
befäl,befäl
önska,önskade
ena,enats
litteratur,litteratur
knyta,knyta
san,sant
grepp,greppet
användning,användningen
ersätta,ersätter
hämta,hämtade
Jo,Jo
robot,robotar
stabilt,stabilt
språke,språket
anfallar,anfallaren
avbryta,avbryta
summan,summan
kommitté,kommittén
herer,herrar
teknisk,tekniskt
jobbig,jobbig
demonstration,demonstration
stall,stallet
linde,Linde
demonstrant,demonstranterna
bromsa,bromsa
News,News
hålla,hållits
fransk,fransk
stapel,stapeln
passera,passera
Näringsliv,Näringsliv
titel,titel
mjölk,mjölk
denna,dennes
mörka,mörka
kategori,kategorin
otrolig,otrolig
kontinent,kontinenten
uppmuntra,uppmuntra
kommentera,kommenterat
Folkets,Folkets
van,vann
slutsignal,slutsignalen
felaktig,felaktig
förbipasserande,förbipasserande
Poromaa,Poromaa
blåsa,blåst
hitta,hittas
eld,elden
mållös,mållös
förhoppning,Förhoppningen
geopolitisk,geopolitiska
depression,depression
utmaning,utmaningen
medverka,medverkade
pa,pa
omklädningsrumm,omklädningsrummet
marknad,marknadens
kandidat,kandidaterna
minderårig,minderåriga
överlägs,överlägset
fastna,fastnade
Aftonbladets,Aftonbladets
Lviv,Lviv
dotterbolag,dotterbolag
övning,övningar
säkerhetspolis,Säkerhetspolisen
bortamatch,bortamatch
lita,litar
given,given
utreder,utreder
undersöka,undersökt
odla,odla
generation,generationen
glädj,glädjen
imorgon,imorgon
knappa,knappa
hustru,hustrun
Bayer,Bayern
försiktig,försiktigt
skrika,skriker
gynna,gynnas
online,online
praktisk,praktiska
alliera,allierade
livstid,livstid
återgå,återgå
mening,meningen
tröja,tröja
därtill,därtill
Falköpings,Falköpings
kommunikationschef,kommunikationschef
våning,våningen
station,stationer
nation,nation
invaderad,invaderade
invandrare,invandrare
mätning,mätning
flexibilitet,flexibilitet
nämna,nämna
symptom,symptom
kommunstyrelse,kommunstyrelsen
ambition,ambitioner
vision,vision
reportage,reportage
strömavbrott,strömavbrott
protestera,protesterar
programledar,programledaren
profil,profil
sorg,sorgen
resonera,resonerar
grada,grader
lämplig,lämplig
klara,Klara
sektor,sektor
klok,klokt
fönstr,fönstret
grip,gripen
operation,operationen
höja,höjd
klimatförändring,klimatförändringar
Lavrov,Lavrov
drottning,Drottning
alltjämt,alltjämt
sällsynt,sällsynta
kämpa,kämpat
student,studenterna
valuta,valuta
reagera,reagerat
storm,stormen
upplopp,upploppen
vår,Våren
konsert,konserten
små,smått
spela,spelats
me,me
Dagbladet,Dagbladet
genomförde,genomförde
bak,bak
Läget,Läget
konstnärer,konstnärer
skärgård,skärgården
klättra,klättrade
anklaga,anklagats
massiv,massiva
tag,taget
konstnär,konstnär
förbund,förbund
tänka,tänk
elfte,elfte
värva,värva
isär,isär
dykt,dykt
utreda,utreder
Södra,Södra
Nationella,Nationella
försäsong,försäsongen
corona,corona
skiv,skiva
sne,snett
kritisera,kritiseras
blicka,blickar
hemmamatch,hemmamatch
resterande,resterande
ström,ström
inköp,inköp
strand,stranden
annanstans,annanstans
klagomål,klagomål
genomgå,genomgått
tända,tända
kl,kl
förstöra,förstört
sort,sorters
byar,byar
mätt,mätt
attraktiv,attraktivt
gjorda,gjorda
opinion,opinionen
blanda,blanda
petter,Petter
kyla,kylan
straffområd,straffområdet
uppmärksammat,uppmärksammat
smarta,smarta
vid,vidare
ansluta,ansluter
uppträda,uppträder
testa,testar
tonår,tonåren
sändning,sändningen
expert,experterna
kollektivavtal,kollektivavtal
tidskrift,tidskriften
fastna,fastnat
fixa,fixa
medverka,medverkar
Lindahl,Lindahl
formel,Formel
tämligen,tämligen
avdelning,avdelningen
replik,replik
sparekonom,sparekonom
vaccinerad,vaccinerade
cirka,Cirka
produkt,produkten
attackera,attackerade
korsning,korsningen
permanent,permanenta
naturlig,naturlig
misslycka,misslyckas
letad,letat
Riksbank,Riksbankens
Cent,Center
derby,derby
damsida,damsidan
aktivist,aktivister
överlag,överlag
häftig,häftigt
självklar,självklar
sänk,sänka
norrut,norrut
rapportering,rapportering
drog,droger
sundling,Sundling
anlän,anlänt
berusad,berusad
avtal,Avtalet
gravid,gravid
gästa,gästar
växt,växter
mötte,mötte
kulturell,kulturella
sån,Sådana
Kvinna,Kvinnan
rättegång,Rättegången
utifrån,Utifrån
drastisk,drastiskt
station,stationen
ingripa,ingripa
satsa,satsat
notera,noterat
organiserad,organiserad
självförtroende,självförtroende
återuppta,återupptas
arbetsliv,arbetslivet
spelning,spelningar
afrikansk,afrikanska
uppge,uppgett
sakna,sakna
ensamstående,ensamstående
farväl,farväl
husdjur,husdjur
förläng,förlängt
grunda,grundar
regn,regnet
redovisa,redovisade
kontroll,kontroller
längd,längden
undvika,undviker
värdering,värdering
obligation,obligationer
påminna,påminna
kasta,kastas
grand,grand
passera,passerade
skaka,skakade
fatta,fattas
begränsa,begränsas
avslag,avslag
dämpa,dämpa
sträcka,sträckor
föreställa,föreställa
utrymm,utrymmen
bröllop,bröllop
underlätta,underlättar
kanal,kanaler
lycka,lycka
förmedla,förmedla
regim,regim
upplevelse,upplevelser
bostadsrätt,bostadsrätter
förebild,förebild
oväntad,oväntad
tredjedel,tredjedelar
helår,helåret
stund,stunder
anders,Anders
slutsats,slutsats
liva,livs
indirekt,indirekt
gruvan,gruvan
Tidöavtalet,Tidöavtalet
IP,IP
smäll,smällar
skott,skotten
dyka,dyka
tillställning,tillställning
chefsekonom,chefsekonom
flaggan,flaggan
veronica,Veronica
onekligen,onekligen
presidentvale,presidentvalet
våg,vågen
utbilda,utbildade
konstant,konstant
regional,regional
återhämta,återhämta
källar,källaren
utvald,utvalda
parallell,parallellt
ländernas,ländernas
påstå,påstås
bedriv,bedriva
fortsättning,fortsättning
aggressiv,aggressiv
läsning,läsning
innehålla,innehålla
medföra,medföra
promenad,promenad
döda,dödas
nation,nationen
stund,stunden
kommunicera,kommunicera
införde,införde
norsk,norsk
dramatik,dramatik
ändring,ändring
rekommendation,Rekommendationen
försvarsminister,försvarsministern
färdig,färdig
socialstyrelse,Socialstyrelsen
hår,hår
trycka,trycker
läkare,läkarna
Känna,Känner
bagag,bagaget
Bilder,Bilder
musika,musiker
ukrainsk,Ukrainska
Jämföra,Jämfört
närvara,närvara
penningtvätt,penningtvätt
tilldela,tilldelades
tillåte,tillåtet
gult,gult
Ander,Anders
advokat,advokaten
Afghanistan,Afghanistan
kontrollera,kontrollerar
besparing,besparingar
professionell,professionell
ordna,ordnas
förstärka,förstärker
etablerad,etablerade
pressa,pressas
material,materialet
beskriva,beskrivits
börse,börserna
brutal,brutalt
aggressiv,aggressiva
tillik,tillika
mätning,mätningar
lik,lik
polispatrull,polispatrull
plocka,plockade
bit,bitar
erbjuda,erbjudas
enkät,enkät
trött,trötta
la,lade
godis,godis
stanna,stannat
upprätta,upprätta
lokal,lokalerna
liv,livets
ukrainsk,ukrainskt
team,teamet
rike,riket
förvandla,förvandlas
uppmana,uppmanat
oroa,oroa
pressa,pressar
nåt,nåt
aborträtt,aborträtten
fossilfri,fossilfri
närliggande,närliggande
kongress,kongress
straffe,straffen
åttondelsfinal,åttondelsfinal
mäktig,mäktiga
lyssna,lyssnade
ständig,ständig
förverkliga,förverkliga
ivo,Ivo
sparande,sparande
komplett,komplett
skär,skär
påminnelse,påminnelse
påverka,påverkats
vetenskaplig,vetenskapliga
tillsätta,tillsätta
ledig,ledig
bjuda,bjuds
anonym,anonyma
nödvändigtvis,nödvändigtvis
National,National
slag,slagen
singelolycka,singelolycka
tradition,traditionen
stoppa,stoppat
tålamod,tålamod
handling,handlingen
gömma,gömma
upplopp,upploppet
arm,armen
belysning,belysning
rosengård,Rosengård
ledamöt,ledamöterna
gas,gasen
klimatomställning,klimatomställningen
våning,våningar
sajt,sajt
stör,stör
Socialdemokraterna,Socialdemokraternas
israels,Israels
artist,artisterna
seri,seriens
I,I
tempo,tempo
kall,kall
Robert,Robert
norsk,Norska
samlingsindexet,Samlingsindexet
Utanför,Utanför
Marbella,Marbella
avveckla,avveckla
bråttom,bråttom
sinch,Sinch
maskin,maskiner
valts,valts
renovering,renoveringen
olaglig,olagligt
mia,Mia
rik,rik
utöka,utökat
tidpunkt,tidpunkten
störa,störa
finansinspektion,Finansinspektionen
Gård,Gården
skriv,skriven
rubrik,rubriken
uttala,uttalar
jurist,jurist
storbolagsindexet,storbolagsindexet
går,går
höja,höjts
tendera,tenderar
Nord,Nord
innanför,innanför
arbetsvillka,arbetsvillkor
frivillig,frivilligt
delad,delad
damlag,damlag
forward,forward
minut,minuterna
instrument,instrument
åratal,åratal
cyklist,cyklister
tillgänglig,tillgängligt
beväpnad,beväpnad
påbörja,påbörjas
likadan,likadant
on,on
lura,lura
semester,semestern
rasa,rasa
ex,ex
livsstil,livsstil
motsvarighet,motsvarighet
verksamhetschef,verksamhetschef
jubla,jubla
inbjudan,inbjudan
massiv,massiv
kanal,kanalen
hjärna,hjärnan
segrare,segrare
kommentera,kommenterade
zon,zon
påbörja,påbörja
passning,passning
parlament,parlament
känslig,känslig
försena,försenade
sjukskötersk,sjuksköterska
ange,anges
koncepte,konceptet
stål,stål
förbannad,förbannad
gripna,gripna
väsentlig,väsentligt
sandra,Sandra
blink,Blinken
teckna,tecknat
digitalisering,digitalisering
lugen,lugna
sort,sortens
tving,tvingar
terrorism,terrorism
vaccination,vaccination
anklagels,anklagelserna
fritid,fritid
stal,stal
uppvärmning,uppvärmning
individuell,individuellt
skidförbunde,skidförbundet
orka,orkade
oväntad,oväntade
skida,skidor
inställd,inställd
däck,däck
bom,bom
design,design
upplägg,upplägget
Realtid,Realtid
Bäst,Bäst
bekymmer,bekymmer
anklagelserna,anklagelserna
rosa,rosa
utspela,utspelade
ensamhet,ensamhet
bröts,bröts
pojkvän,pojkvän
säkerhetspolitik,säkerhetspolitik
Mindre,Mindre
Egypten,Egypten
projektet,Projektet
svensk,Svensken
pallpla,pallplats
grannlande,grannlandet
canc,cancer
incident,incidenter
Nyheterna,Nyheterna
hundratusental,hundratusentals
producent,producent
beskri,beskrivit
kasta,kastat
bit,biten
utgöra,utgörs
tolkning,tolkning
upplevels,upplevelsen
helg,helger
bortalag,bortalaget
FI,FI
föreställning,föreställningar
anhåll,anhållen
marin,Marina
bevisning,bevisning
vittne,vittne
självklar,självklara
dags,Dags
begrepp,begrepp
nämn,nämns
anonym,anonym
hemtjänst,hemtjänst
branschorganisation,branschorganisationen
placera,placerar
mamma,mammor
hälsa,hälsan
sända,sändas
krog,krogen
fritidshus,fritidshus
uppträda,uppträda
avisera,aviserat
perspektiv,perspektivet
robota,robotar
ställa_in,inställt
humör,humör
song,song
aspekt,aspekter
melodifestival,Melodifestivalen
schemat,schemat
öga,ögat
duell,duell
udda,udda
festival,festival
stolthet,stolthet
maximal,maximalt
drömma,drömmar
dominera,dominerade
syna,synas
fjärdedel,fjärdedel
politiker,politikern
enig,eniga
broder,brodern
systematisk,systematiskt
liggande,liggande
utsata,utsattes
bygglov,bygglov
privatperson,privatperson
beskrivning,beskrivning
gitarr,gitarr
coronapandemin,coronapandemin
hjälte,hjälte
bilda,bildas
träda,trädde
smartare,smartare
polisanmälan,polisanmälan
förband,förband
årlig,årlig
soffan,soffan
anfallaren,anfallaren
lyckaa,lyckades
dörr,dörrarna
princip,principer
likaså,likaså
bekostnad,bekostnad
upptäcka,upptäcker
fokusera,fokuserar
åklag,åklagare
prövning,prövning
nation,nationer
downing,Downing
framkomma,framkommer
skuld,skulden
herre,herrarna
Vega,Vegas
komiker,komikern
arbetssätt,arbetssätt
Ursula,Ursula
uppger,uppger
moln,moln
hittad,hittade
industriindex,industriindex
Jesp,Jesper
grep,grep
meteorolog,meteorolog
Damkronorna,Damkronorna
meddelad,meddelade
ingenting,Ingenting
skillnad,Skillnaden
smittspridning,Smittspridningen
Statsministern,Statsministern
diskriminering,diskriminering
öga,öga
Teater,Teater
redovisa,redovisas
first,First
svar,svaren
fastighetsägare,fastighetsägare
frias,frias
Telia,Telia
markera,markera
övertygande,övertygande
ansikt,ansikten
förgäves,förgäves
rapporterat,rapporterat
förklara,förklarat
bestå,bestå
informera,informerade
samlad,samlad
hemskt,hemskt
resurs,resurserna
orimlig,orimligt
land,lands
villkorlig,villkorlig
upphandling,upphandling
skandal,skandal
utställning,utställningar
neka,nekat
sammankomst,sammankomster
åkermark,åkermark
Trafikverkets,Trafikverkets
rolig,roligare
redovisa,redovisa
Anders,Anders
kännedom,kännedom
manager,manager
varg,vargar
förbättring,förbättringar
prisökning,prisökningar
danske,danske
utland,utlandet
utbildning,utbildningar
förvånande,förvånande
flod,floden
orättvist,orättvist
regim,regimen
överleva,överlevde
insats,insatserna
bomb,bomb
pricka,prickade
x,x
fördela,fördelas
kimitoöns,Kimitoöns
Ellen,Ellen
moderat,moderater
hårdast,hårdast
uppmärksamma,uppmärksammats
kjell,Kjell
dominerande,dominerande
infrastrukture,infrastrukturen
ge,Ge
föreningsliv,föreningslivet
buss,bussen
stula,stulit
stämde,stämde
kiev,Kiev
cykla,cykla
billig,billiga
fasa,fasa
vala,valde
parti,partiernas
utvärdera,utvärdera
Kristdemokraterna,Kristdemokraterna
Mercedes,Mercedes
konto,kontot
jaga,jagade
värma,värma
varg,varg
ekonomibyggnad,ekonomibyggnad
kvarter,kvarteret
tät,täten
konkurrent,konkurrenter
brev,brevet
fött,fötter
framkomma,framkommit
besegra,besegrat
grupp,grupperna
ärlig,ärlig
hyllning,hyllning
garanti,garantier
vätga,vätgas
Nästa,Nästa
vart,Vart
förmåga,förmågor
egentligen,Egentligen
sista,Sista
bedrägerie,bedrägerier
yttrandefrihet,yttrandefrihet
folk,folkets
sälj,sälj
bredd,bredd
strikt,strikta
förvaltning,förvaltning
styrelseordförande,styrelseordförande
presenterats,presenterats
Marcus,Marcus
bemöta,bemöta
journalistik,journalistik
engagera,engagerar
sakna,saknat
registrera,registrera
dryck,dryck
sov,sov
avancemang,avancemang
Världens,Världens
fusk,fusk
gram,gram
förklara,förklaras
belöna,belönades
notera,noterades
utdelning,utdelningen
testa,testats
månad,månads
kapt,kapten
swedish,Swedish
trappa,trappa
grund,grundare
verklig,verklig
svår,svåraste
kvarter,kvarter
hållbar,hållbart
smäll,smällen
sova,sover
upplägg,upplägg
tillverka,tillverkas
upprörd,upprörda
omvärld,omvärld
mänsklig,mänskligt
dokumentär,dokumentären
landskap,landskap
smålänning,Smålänningen
Kultur,Kultur
takt,takten
närma,närma
robot,robot
centralbank,centralbank
vårdcentral,vårdcentralen
civil,civil
diskutera,diskuterats
rumm,rummet
jordbruk,jordbruk
skattesänkning,skattesänkningar
våga,vågat
snyggt,snyggt
förlossning,förlossningen
omikro,omikron
renovering,renovering
uppgav,uppgavs
mötte,möttes
stjärnorna,stjärnorna
fokus,Fokus
dessvärre,dessvärre
läktarna,läktarna
tjej,tjejerna
myndighet,myndighetens
kamera,kamera
oförändrad,oförändrad
konstnärlig,konstnärliga
general,general
skada,skadar
pierre,Pierre
rymd,rymden
regissör,regissör
Centerpartiets,Centerpartiets
retorik,retorik
liberal,liberal
elev,eleven
fotbollsspelare,fotbollsspelare
åstadkomma,åstadkomma
drömma,drömma
kränkning,kränkningar
leta,letade
skytte,skyttet
institutet,Institutet
republikansk,republikanska
umgås,umgås
påstående,påståenden
ordentlig,ordentlig
färdig,färdiga
linje,linjer
förändra,förändrar
fat,fat
taga,tagits
våga,vågade
rörlig,rörliga
uppenbar,uppenbara
tränaa,träna
stölder,stölder
inblandade,inblandade
forskare,Forskare
Hundratal,Hundratals
tävlingen,Tävlingen
undersökning,Undersökningen
försörja,försörja
grekisk,grekiska
ryssa,ryssar
karriär,karriärens
universitet,universitetet
cance,cancer
effektiv,effektivare
otalig,otaliga
ta_ut,uttagna
dessförinnan,dessförinnan
rättslig,rättsliga
övervakning,övervakning
domstol,domstolar
partisekreterare,partisekreterare
kapital,kapitalet
vägg,väggar
nyttja,nyttja
glatt,glatt
folkmord,folkmord
nack,nacken
knipa,knipa
äldreboend,äldreboenden
orsak,orsakerna
mildare,mildare
medvet,medveten
detalj,detaljerna
tystnad,tystnad
Petra,Petra
komplex,komplex
kurs,kurser
uppgång,uppgången
potatis,potatis
va,va
priorit,prioritet
gymnasium,gymnasium
nät,nät
placering,placeringar
Hockey,Hockey
varumärk,varumärken
inifrån,inifrån
påstå,påstå
testa,testas
rättvis,rättvis
konsekv,konsekvens
punkt,punkten
minska,minskas
kuliss,kulisserna
kväll,kvällar
kreativ,kreativa
aggression,aggression
skada,skadas
prägla,präglat
startskotte,startskottet
investera,investerat
Heard,Heard
stäng,stänger
uppmärksamma,uppmärksammas
gal,galen
storbank,storbanken
diskutera,diskuterat
förtryck,förtryck
attackera,attackera
förnybar,förnybara
densamma,densamma
Ruben,Ruben
yttrandefrihet,yttrandefriheten
umgå,umgås
föda,föds
innefatta,innefattar
mobiltelefon,mobiltelefon
rad,rader
åk,åket
frank,Frank
spekulation,spekulationer
miljödomstole,miljödomstolen
X,X
asylsökande,asylsökande
försiktig,försiktiga
betala,betalade
försämra,försämras
klimatpolitik,klimatpolitik
dator,datorer
beslöt,beslöt
orange,orange
locka,lockat
resultera,resulterat
Mario,Mario
budgetförslag,budgetförslag
framföra,framförde
förlänga,förlängs
statsminista,statsminister
arbetare,arbetare
Belarus,Belarus
energi,energin
smyck,smycken
växthusgase,växthusgaser
kraftfull,kraftfullt
bilje,biljett
oroväckande,oroväckande
granska,granskas
evig,evigt
befunnit,befunnit
Klarna,Klarna
fullständig,fullständig
bortgång,bortgång
diplomat,diplomater
variant,varianten
nivå,nivåerna
uppröra,upprörd
mötta,mötts
framkomma,framkom
överraska,överraskade
lida,lida
försämra,försämrats
tiotal,tiotals
Aftonblad,Aftonbladets
bild,Bilderna
räckvidd,räckvidd
garage,garage
lägga,Lägg
förberedels,förberedelserna
meter,meters
dragits,dragits
ståe,stående
minusgrad,minusgrader
Delar,Delar
inne,Inne
försvarsdepartement,försvarsdepartement
publik,Publiken
Programmet,Programmet
hette,hette
tingsrätt,tingsrättens
tolfte,tolfte
stat,Staten
erbjöd,erbjöd
uppfylla,uppfyller
turnering,turnering
domar,domaren
singel,singel
advokat,advokater
Kerstin,Kerstin
succén,succén
ersättning,ersättningen
radion,radion
maktskifte,maktskifte
allsvensk,allsvensk
elit,eliten
förutsätta,förutsätter
ägande,ägande
egenskap,egenskap
evenemang,evenemanget
oavgjort,oavgjort
beskriva,beskrivas
trygg,tryggare
strida,strida
skeptisk,skeptisk
kasse,kasse
kapacitet,kapaciteten
Mohammed,Mohammed
bas,bas
avstängning,avstängning
avgående,avgående
gråta,gråta
fortsättningsvis,fortsättningsvis
utveckla,utvecklades
återta,återta
ST,ST
tacksam,tacksamma
behörig,behöriga
värna,värnar
arbetsmarknad,arbetsmarknad
titl,titlar
uppsättning,uppsättning
sålt,sålts
tunnelbana,tunnelbanan
reda,reder
skäl,skälet
pension,pensionen
bestäma,bestämde
transport,transport
golv,golv
vakna,vaknar
misshandel,misshandeln
talang,talanger
bevaka,bevaka
matchhjälte,matchhjälte
auktion,auktion
lagkamrat,lagkamraten
utfall,utfall
feber,feber
FC,FC
bortre,bortre
Börje,Börje
råka,råkat
förlänga,förlänger
Sofie,Sofie
miljöminist,miljöminister
fatta,fattades
anmäla,anmälda
Världshälsoorganisationen,Världshälsoorganisationen
aggressiv,aggressivt
logga,logga
sömn,sömn
förvaltningsrätt,förvaltningsrätten
guvernör,guvernör
vårdnadshavare,vårdnadshavare
låt,låtarna
utmana,utmanar
avdelning,avdelningar
urval,urval
kaos,kaoset
fiende,fiende
andraplats,andraplatsen
listan,listan
tänkt,tänkta
standard,standard
utanförskap,utanförskap
medarbetarna,medarbetarna
blockera,blockera
gräs,gräset
betrakta,betraktar
nyårsafton,nyårsafton
ögonblick,ögonblick
käpp,käppar
landsbygd,landsbygd
demokratisk,demokratisk
motsats,motsatsen
självständig,självständigt
maskerad,maskerade
gradvis,gradvis
applåd,applåder
flygplats,flygplatser
genomslag,genomslag
lyda,lyder
fabrik,fabriker
engelska,engelska
förlust,förlusten
okla,oklar
generella,generella
Pyeongchang,Pyeongchang
kontanter,kontanter
grät,grät
auktoritär,auktoritära
kampanj,kampanjen
nämna,nämnde
Beskedet,Beskedet
hastig,hastigt
berömda,berömda
godkände,godkände
stärk,stärkt
Tidning,Tidning
kommundirektör,kommundirektör
beslutsfattare,beslutsfattare
relation,relationerna
pappa,Pappa
Priserna,Priserna
hemma,Hemma
företag,Företag
främst,Främst
knappt,Knappt
målvakt,Målvakten
svenske,Svenske
långvarig,långvarig
frukta,fruktar
måla,måla
intelligens,intelligens
flyr,flyr
mattan,mattan
grannland,grannländer
gängkriminell,gängkriminella
inblandad,inblandad
franske,franske
Madeleine,Madeleine
hjärta,hjärtan
koncern,koncernen
rev,rev
expert,experten
kvittera,kvittera
religion,religion
cyberattack,cyberattacker
kroppsskada,kroppsskada
engagera,engagerad
city,city
bevilja,beviljas
albin,Albin
ana,ana
ifrågasätta,ifrågasätta
konstnär,konstnärer
behandla,behandlar
inrikesminist,inrikesminister
märklig,märkliga
blodig,blodiga
beroend,beroendet
skolgång,skolgång
slutsats,slutsatsen
uppskatta,uppskattat
sänkta,sänkta
förtal,förtal
förtid,förtid
republikan,republikaner
mediere,medierna
styrning,styrning
bonus,bonus
valrörelse,valrörelse
slopa,slopa
senior,seniorer
konstatera,konstateras
lillebror,lillebror
demonstrera,demonstrera
registrera,registrerat
sticka,sticka
förbli,förbli
programled,programledare
bönd,bönder
kemisk,kemiska
ifrågasätt,ifrågasätter
kändis,kändisar
anda,anda
förlag,förlag
butik,butikerna
sparka,sparka
övertid,övertid
sparka,sparkade
obehaglig,obehagligt
omikron,omikron
Din,Din
gripit,gripit
berg,berg
utnyttja,utnyttjas
lokalerna,lokalerna
bedöm,bedömdes
ägna,ägnat
förhoppning,förhoppningen
front,fronten
polismyndighet,Polismyndigheten
dröj,dröjer
vila,vilar
skogsbruk,skogsbruk
transportera,transportera
Nordn,Nordnet
ovaccinera,ovaccinerade
Guterres,Guterres
parkering,parkeringen
hållbara,hållbara
snäll,snälla
fattat,fattat
stroke,stroke
vinter,vinterns
komplex,komplexa
lycka,lyckat
konjunktur,konjunkturen
övertyga,övertyga
kollektiv,kollektivt
utförde,utförde
åtgärda,åtgärda
träd,träden
bryta,bryts
spegla,speglar
föreslå,föreslå
kritisera,kritisera
resultera,resultera
ekosystem,ekosystem
skänka,skänka
norske,norske
tankesmedja,tankesmedjan
format,format
förlorarna,förlorarna
anmält,anmälts
raket,raketer
utgångspunkt,utgångspunkt
terrorist,terrorister
förekomma,förekom
Mina,Mina
ordna,ordnade
härlig,härliga
överenskommelse,överenskommelser
mann,mannens
fäste,fäste
lansera,lanserade
mun,munnen
Lag,Lag
kortfatta,kortfattat
Tre,Tre
kontakta,kontaktade
Kjell,Kjell
ton,tonen
försök,försöken
storskalig,storskalig
Enligt,Enligt
politiker,Politiker
via,Via
Landet,Landet
När,När
skjutvapen,skjutvapen
hävdat,hävdat
post,poster
riktkurs,riktkurs
bevakning,bevakning
hovrätt,hovrätt
bukt,bukt
bygd,bygden
Energimyndighet,Energimyndigheten
teori,teori
efterlyse,efterlyser
starta,startades
strategisk,strategisk
expansion,expansion
noggrann,noggrant
nordväst,nordväst
granskningen,granskningen
renovera,renovera
front,front
antonio,Antonio
olja,oljan
översyn,översyn
slänga,slänga
registrera,registrerats
sikte,siktet
förbjuda,förbjuder
fälla,fällande
förfluten,förflutna
odling,odling
brottsplatse,brottsplatsen
misshandla,misshandlade
ombud,ombud
transaktion,transaktioner
ras,ras
flygbolag,flygbolaget
blodig,blodig
ärver,ärver
utgång,utgången
fördubbla,fördubblats
spåra,spåra
nöd,nöd
själv,självt
lindra,lindra
tvätta,tvätta
All,Allt
pjäs,pjäs
trygg,trygga
arrangemange,arrangemanget
ordna,ordnat
utåt,utåt
ringt,ringt
inle,inletts
tredjeplats,tredjeplats
Försäkringskassa,Försäkringskassan
påsk,påsken
Jörgen,Jörgen
lönsam,lönsamt
hemstad,hemstad
anspråk,anspråk
storskalig,storskaliga
bedömning,bedömningar
medverkan,medverkan
tillgänglighet,tillgänglighet
onödig,onödiga
veto,veto
specifika,specifika
påpeka,påpekade
stödj,stödja
kliv,klivet
stryk,stryk
barnmorska,barnmorskor
skärgård,skärgård
